Name,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,Team.y,logo_def,game_id,posteam,receiver_player_name,nopass,noplays,touchdown,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa
"Inman, Dontrelle",WAS,ARI,2,2.7,4600,3.7,3500,2.7,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,Inman,Dontrelle,,WR,WR,,"","","","",,"","",00-0028411,,"",,,,,,"","","","",WAS,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,2020_02_WAS_ARI,WAS,D.Inman,5,5,0,17,17,0,0,1,3,2,17,0,3,37,14,-2.65570985991508
"Inman, Dontrelle",WAS,CLE,3,17.3,4700,18.8,3100,17.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,Inman,Dontrelle,,WR,WR,,"","","","",,"","",00-0028411,,"",,,,,,"","","","",WAS,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' height='12'></img>,2020_03_WAS_CLE,WAS,D.Inman,6,6,2,38,38,2,0,0,1,3,38,2,0,60,38,-0.164686890377197
"Inman, Dontrelle",WAS,DAL,12,2,4500,2.5,3100,2,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,Inman,Dontrelle,,WR,WR,,"","","","",,"","",00-0028411,,"",,,,,,"","","","",WAS,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,2020_12_WAS_DAL,WAS,D.Inman,1,1,0,15,15,0,0,0,0,1,15,0,8,7,7,1.58143510809168
"Inman, Dontrelle",WAS,NYG,6,7,4900,9.5,3600,7,11,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,Inman,Dontrelle,,WR,WR,,"","","","",,"","",00-0028411,,"",,,,,,"","","","",WAS,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,2020_06_WAS_NYG,WAS,D.Inman,5,5,0,45,45,0,0,1,0,5,45,0,8,37,37,6.37901233066805
"Inman, Dontrelle",WAS,PIT,13,0,4900,0,3200,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,Inman,Dontrelle,,WR,WR,,"","","","",,"","",00-0028411,,"",,,,,,"","","","",WAS,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Isabella, Andy",ARI,BUF,10,1.9,4800,2.4,3500,1.9,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_10_BUF_ARI,ARI,A.Isabella,1,1,0,14,14,0,0,0,0,1,14,0,0,14,14,0.284309756709263
"Isabella, Andy",ARI,DET,3,18.1,4500,20.1,3800,18.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,2020_03_DET_ARI,ARI,A.Isabella,4,4,2,47,47,0,0,0,0,4,47,2,7,40,40,4.91904152656207
"Isabella, Andy",ARI,LAR,13,1.7,4800,2.7,3200,1.7,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,2020_13_LA_ARI,ARI,A.Isabella,5,5,1,7,7,1,0,0,2,2,7,0,1,29,6,-9.88946775440127
"Isabella, Andy",ARI,MIA,9,2,4700,3,3200,2,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,2020_09_MIA_ARI,ARI,A.Isabella,3,3,0,10,10,0,0,1,1,2,10,0,-2,26,12,-1.38080235110829
"Isabella, Andy",ARI,SEA,7,1.2,4800,1.7,3900,1.2,15,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_07_SEA_ARI,ARI,A.Isabella,3,3,0,7,7,1,0,0,1,1,7,0,0,41,7,-5.01263560325606
"Isabella, Andy",ARI,WAS,2,7.7,4500,8.7,3700,7.7,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Washington_football_team_wlogo.svg/100px-Washington_football_team_wlogo.svg.png' height='12'></img>,2020_02_WAS_ARI,ARI,A.Isabella,3,3,0,67,67,1,0,0,0,2,67,0,9,69,58,0.651481615961529
"Isabella, Andy",ARI,CAR,4,1.3,5000,2.3,4500,1.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,2020_04_ARI_CAR,ARI,A.Isabella,3,3,0,3,3,0,0,0,1,2,3,0,12,24,-9,-2.71604278474115
"Isabella, Andy",ARI,DAL,6,0,4800,0,4300,0,14,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,2020_06_ARI_DAL,ARI,A.Isabella,2,2,0,0,0,0,0,0,2,0,0,0,0,86,0,-3.41218364681117
"Isabella, Andy",ARI,LAR,17,0,4600,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Los_Angeles_Rams_logo.svg/100px-Los_Angeles_Rams_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Isabella, Andy",ARI,NWE,12,5.3,4700,7.3,3000,5.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,2020_12_ARI_NE,ARI,A.Isabella,6,6,0,33,33,0,0,1,2,4,33,0,34,11,-1,0.844367412586879
"Isabella, Andy",ARI,NYJ,5,4,4800,5,4200,4,11,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,2020_05_ARI_NYJ,ARI,A.Isabella,3,3,0,30,30,0,0,0,1,2,30,0,12,31,18,2.99433919304283
"Isabella, Andy",ARI,SEA,11,1.1,4800,1.6,3000,1.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_11_ARI_SEA,ARI,A.Isabella,2,2,0,6,6,0,0,1,1,1,6,0,9,23,-3,-0.835467239608988
"Isabella, Andy",ARI,SFO,1,0,4600,0,3600,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,Isabella,Andy,2020,WR,SWR,17,Active,Andy Isabella,1996-11-18,5-9,190,Massachusetts,Mayfield (OH),00-0035527,3914328,04f9a4be-b236-4eed-9bc4-794f615ccd13,31894,13612,47448,20820,5915,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3914328.png' height='20'></img>,"Isabella, Andy","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Izzo, Ryan",NWE,ARI,12,0,4500,0,2600,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Izzo, Ryan",NWE,BAL,10,2.5,4100,3,2500,2.5,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png' height='12'></img>,2020_10_BAL_NE,NWE,R.Izzo,1,1,0,20,20,0,0,0,0,1,20,0,11,9,9,1.68867074273294
"Izzo, Ryan",NWE,DEN,6,3.3,4100,5.8,2700,3.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,2020_06_DEN_NE,NWE,R.Izzo,3,3,0,38,38,0,0,0,0,3,38,0,13,25,25,-2.77385747688822
"Izzo, Ryan",NWE,LVR,3,0,4100,0,3000,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,2020_03_LV_NE,NWE,R.Izzo,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0,-0.999545531230979
"Izzo, Ryan",NWE,MIA,1,3,4000,3.5,2500,3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,2020_01_MIA_NE,NWE,R.Izzo,2,2,0,25,25,0,0,0,1,1,25,0,11,17,14,1.29252299678046
"Izzo, Ryan",NWE,SFO,7,1.3,4100,1.8,3000,1.3,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,2020_07_SF_NE,NWE,R.Izzo,1,1,0,8,8,0,0,0,0,1,8,0,6,2,2,0.239417091419455
"Izzo, Ryan",NWE,BUF,8,3.4,4100,4.4,2500,3.4,12,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Buffalo_Bills_logo.svg/189px-Buffalo_Bills_logo.svg.png' height='12'></img>,2020_08_NE_BUF,NWE,R.Izzo,3,3,0,24,24,0,0,1,1,2,24,0,13,12,11,0.184142365120351
"Izzo, Ryan",NWE,HOU,11,6.9,4400,7.9,2500,6.9,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Texans_logo.svg/100px-Houston_Texans_logo.svg.png' height='12'></img>,2020_11_NE_HOU,NWE,R.Izzo,3,3,0,59,59,0,0,1,1,2,59,0,8,61,51,-0.637985343491891
"Izzo, Ryan",NWE,KAN,4,0,4100,0,2700,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,2020_04_NE_KC,NWE,R.Izzo,3,3,0,0,0,1,0,0,2,0,0,0,0,55,0,-6.70327606005594
"Izzo, Ryan",NWE,LAC,13,1.1,4500,1.6,2500,1.1,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,2020_13_NE_LAC,NWE,R.Izzo,1,1,0,6,6,0,0,0,0,1,6,0,0,6,6,0.438848669989966
"Izzo, Ryan",NWE,NYJ,9,0,4100,0,2500,0,10,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Izzo,Ryan,2020,TE,TE,85,Active,Ryan Izzo,1995-12-21,6-5,255,Florida State,Pope John XXIII (NJ),00-0034439,3122920,40b8fa44-b289-42dd-9606-a1ae30adc7bc,31220,12529,47327,19988,5094,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915486.png' height='20'></img>,"Izzo, Ryan","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/New_York_Jets_logo.svg/100px-New_York_Jets_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
