Name,Team,Oppt,week,Points_FD,Salary_FD,Points_DK,Salary_DK,Points_YH,Salary_YH,logo,last_name,first_name,season,position,depth_chart_position,jersey_number,status,full_name,birth_date,height,weight,college,high_school,gsis_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,fantasy_data_id,sleeper_id,update_dt,headshot_url,headshot_url2,name,Team.y,logo_def,game_id,posteam,passer_player_name,nopass,noplays,touchdown,yards_gained,yards_passing,interception,sack,qb_hits,incomplete_pass,complete_pass,yards_receiving,touchdown_pass,yards_after_catch,air_yards,air_yards2,epa
"Hill, Taysom",NOR,KAN,15,6.3,7500,6.3,6000,6.3,27,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hill, Taysom",NOR,LAC,5,7.3,4800,7.3,4100,7.3,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/NFL_Chargers_logo.svg/100px-NFL_Chargers_logo.svg.png' height='12'></img>,2020_05_LAC_NO,NOR,T.Hill,1,1,0,0,0,0,0,1,1,0,0,0,0,9,0,-0.497901110444218
"Hill, Taysom",NOR,MIN,16,10.52,7700,11.02,5600,10.52,26,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Minnesota_Vikings_logo.svg/98px-Minnesota_Vikings_logo.svg.png' height='12'></img>,2020_16_MIN_NO,NOR,T.Hill,2,2,0,8,8,0,0,0,0,2,8,0,12,-4,-4,0.215815005212789
"Hill, Taysom",NOR,SFO,10,2.5,4500,3.5,4600,2.5,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,2020_10_SF_NO,NOR,T.Hill,0,1,0,-5,0,0,1,1,0,0,0,0,0,0,0,-1.99503625230864
"Hill, Taysom",NOR,TAM,1,4.72,5000,5.22,4400,4.72,21,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,2020_01_TB_NO,NOR,T.Hill,1,1,0,38,38,0,0,0,0,1,38,0,17,21,21,2.28459372994257
"Hill, Taysom",NOR,ATL,13,23.58,7700,24.58,6300,23.58,32,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Atlanta_Falcons_logo.svg/192px-Atlanta_Falcons_logo.svg.png' height='12'></img>,2020_13_NO_ATL,NOR,T.Hill,37,39,2,217,232,0,2,4,10,27,232,2,50,300,182,2.4866946086986
"Hill, Taysom",NOR,CAR,17,11.1,6400,11.6,5800,11.1,23,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Carolina_Panthers_logo.svg/100px-Carolina_Panthers_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hill, Taysom",NOR,CHI,8,13.5,4700,14.5,4100,13.5,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chicago_Bears_logo.svg/100px-Chicago_Bears_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hill, Taysom",NOR,DEN,12,18.52,7300,18.52,6200,18.52,28,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Denver_Broncos_logo.svg/100px-Denver_Broncos_logo.svg.png' height='12'></img>,2020_12_NO_DEN,NOR,T.Hill,16,19,0,63,78,1,3,3,6,9,78,0,46,105,32,-8.22068860390756
"Hill, Taysom",NOR,DET,4,1.9,5000,2.4,4100,1.9,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Detroit_Lions_logo.svg/100px-Detroit_Lions_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hill, Taysom",NOR,LVR,2,0.8,5000,0.8,4100,0.8,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Las_Vegas_Raiders_logo.svg/100px-Las_Vegas_Raiders_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hill, Taysom",NOR,PHI,14,19.94,7700,20.94,6600,19.94,30,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,2020_14_NO_PHI,NOR,T.Hill,38,43,2,262,291,1,5,12,9,28,291,2,113,253,178,3.09879970058753
"Hill, Taysom",NOR,TAM,9,9.92,4500,10.42,4500,9.92,20,<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,Hill,Taysom,2020,QB,QB,7,Active,Taysom Hill,1990-08-23,6-2,221,Brigham Young,Highland (ID),00-0033357,2468609,3c8a55dd-20a8-4375-b711-49eb5e6e1d0e,30614,12063,12112,19238,4381,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2468609.png' height='20'></img>,"Hill, Taysom","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/Tampa_Bay_Buccaneers_logo.svg/100px-Tampa_Bay_Buccaneers_logo.svg.png' height='12'></img>,2020_09_NO_TB,NOR,T.Hill,2,2,0,48,48,0,0,0,0,2,48,0,30,18,18,4.97308843495557
"Hoyer, Brian",NWE,MIA,1,0,6000,0,4000,0,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Hoyer,Brian,2020,QB,QB,2,Active,Brian Hoyer,1985-10-13,6-2,215,Michigan State,St. Ignatius (OH),00-0026625,12477,af4ba620-2f00-4b00-9111-7897f2b1cde8,9547,6140,5277,8358,345,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12477.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12477.png' height='20'></img>,"Hoyer, Brian","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Miami_Dolphins_logo.svg/100px-Miami_Dolphins_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hoyer, Brian",NWE,KAN,4,3,6000,4,4100,3,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/New_England_Patriots_logo.svg/100px-New_England_Patriots_logo.svg.png' height='12'></img>,Hoyer,Brian,2020,QB,QB,2,Active,Brian Hoyer,1985-10-13,6-2,215,Michigan State,St. Ignatius (OH),00-0026625,12477,af4ba620-2f00-4b00-9111-7897f2b1cde8,9547,6140,5277,8358,345,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12477.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12477.png' height='20'></img>,"Hoyer, Brian","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Kansas_City_Chiefs_logo.svg/100px-Kansas_City_Chiefs_logo.svg.png' height='12'></img>,2020_04_NE_KC,NWE,B.Hoyer,24,26,0,112,130,1,2,3,8,15,130,0,56,196,74,-9.24764576118516
"Hurts, Jalen",PHI,BAL,6,3.1,6000,3.6,5000,3.1,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Baltimore_Ravens_logo.svg/193px-Baltimore_Ravens_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hurts, Jalen",PHI,CIN,3,0.8,6000,0.8,4200,0.8,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Cincinnati_Bengals_logo.svg/100px-Cincinnati_Bengals_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hurts, Jalen",PHI,DAL,8,0.36,6100,0.36,4600,0.36,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,2020_08_DAL_PHI,PHI,J.Hurts,1,1,0,9,9,0,0,0,0,1,9,0,3,6,6,0.68572845950257
"Hurts, Jalen",PHI,NOR,14,19.28,6600,23.28,5100,19.28,22,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/New_Orleans_Saints_logo.svg/98px-New_Orleans_Saints_logo.svg.png' height='12'></img>,2020_14_NO_PHI,PHI,J.Hurts,30,29,1,167,167,0,0,3,13,17,167,1,120,175,47,0.569867198093212
"Hurts, Jalen",PHI,NYG,7,0.2,6100,0.2,5200,0.2,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hurts, Jalen",PHI,SEA,12,0.24,6100,0.24,5000,0.24,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Seattle_Seahawks_logo.svg/100px-Seattle_Seahawks_logo.svg.png' height='12'></img>,2020_12_SEA_PHI,PHI,J.Hurts,1,1,0,6,6,0,0,0,0,1,6,0,0,6,6,0.0493230470456183
"Hurts, Jalen",PHI,ARI,15,37.82,6900,40.82,5900,37.82,27,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Arizona_Cardinals_logo.svg/179px-Arizona_Cardinals_logo.svg.png' height='12'></img>,2020_15_PHI_ARI,PHI,J.Hurts,44,50,3,305,338,0,6,7,20,24,338,3,173,477,165,5.58686263300479
"Hurts, Jalen",PHI,CLE,11,0.6,6100,0.6,4100,0.6,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Cleveland_Browns_logo.svg/100px-Cleveland_Browns_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hurts, Jalen",PHI,DAL,16,20.58,8200,24.58,7000,20.58,28,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Dallas_Cowboys.svg/100px-Dallas_Cowboys.svg.png' height='12'></img>,2020_16_PHI_DAL,PHI,J.Hurts,39,41,1,326,342,2,3,4,16,21,342,1,129,376,213,-2.34571369339834
"Hurts, Jalen",PHI,GNB,13,10.26,6900,10.26,5300,10.26,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Green_Bay_Packers_logo.svg/100px-Green_Bay_Packers_logo.svg.png' height='12'></img>,2020_13_PHI_GB,PHI,J.Hurts,12,15,1,104,109,1,3,3,6,5,109,1,13,157,96,2.23983720439719
"Hurts, Jalen",PHI,NYG,10,-0.1,6100,-0.1,4200,-0.1,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/New_York_Giants_logo.svg/100px-New_York_Giants_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
"Hurts, Jalen",PHI,PIT,5,0.72,6000,0.72,4200,0.72,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Pittsburgh_Steelers_logo.svg/100px-Pittsburgh_Steelers_logo.svg.png' height='12'></img>,2020_05_PHI_PIT,PHI,J.Hurts,1,1,0,18,18,0,0,0,0,1,18,0,5,13,13,1.16605014842935
"Hurts, Jalen",PHI,SFO,4,1.8,6000,1.8,4100,1.8,20,<img src = 'https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png' height='12'></img>,Hurts,Jalen,2020,QB,QB,2,Active,Jalen Hurts,1998-08-07,6-2,218,Oklahoma,Channelview (TX),00-0036389,4040715,64bd0f02-6a5d-407e-98f1-fd02048ea21d,32723,14416,40291,21831,6904,2021-02-27T07:11:01.619720Z,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png,<img src = 'https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4040715.png' height='20'></img>,"Hurts, Jalen","",<img src = 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/San_Francisco_49ers_logo.svg/100px-San_Francisco_49ers_logo.svg.png' height='12'></img>,,,,,,,,,,,,,,,,,,,
